NO_KASUS,TAHUN,REGISTER,AGENDA_KE,AGENDA_RAW
2982,2020,020/IX/KIP-PS/2020,1,13 JULI 2022(Pemeriksaan Awal)
2982,2020,020/IX/KIP-PS/2020,2,3 Agustus 2022 (Pemeriksaan Awal II)
2982,2020,020/IX/KIP-PS/2020,3,3 Agustus 2022 (Mediasi ) Sepakat
2982,2020,020/IX/KIP-PS/2020,4,22 Agustus 2022 (Putusan Mediasi)
2983,2020,021/IX/KIP-PS/2020,1,13 JULI 2022(Pemeriksaan Awal)
2983,2020,021/IX/KIP-PS/2020,2,3 Agustus 2022 (Pemeriksaan Awal II)
2983,2020,021/IX/KIP-PS/2020,3,3 Agustus 2022 (Mediasi ) Sepakat
2983,2020,021/IX/KIP-PS/2020,4,22 Agustus 2022 (Putusan Mediasi)
2984,2020,022/IX/KIP-PS/2020,1,13 JULI 2022(Pemeriksaan Awal)
2984,2020,022/IX/KIP-PS/2020,2,3 Agustus 2022 (Pemeriksaan Awal II)
2984,2020,022/IX/KIP-PS/2020,3,3 Agustus 2022 (Mediasi ) Sepakat
2984,2020,022/IX/KIP-PS/2020,4,22 Agustus 2022 (Putusan Mediasi)
2985,2020,023/X/KIP-PS/2020,1,18/12/2020 (Pemeriksaan Awal I)
2985,2020,023/X/KIP-PS/2020,2,08/01/2020 Sidang Lanjutan
2985,2020,023/X/KIP-PS/2020,3,12/01/2021 Sidang Lanjutan
2985,2020,023/X/KIP-PS/2020,4,25/01/2021 (Pemeriksaan Tertutup)
2985,2020,023/X/KIP-PS/2020,5,02/02/2021 (Pemeriksaan tertutup)
2985,2020,023/X/KIP-PS/2020,6,04 Maret 2021 (P. Putusan)
2986,2020,024/XI/KIP-PS/2020,1,23/08/2021 (Pemeriksaan Awal I)
2986,2020,024/XI/KIP-PS/2020,2,06/10/2021 (Pembacaan Putusan Sela)
2987,2020,025/XI/KIP-PS/2020,1,21 September 2021 (Pemeriksaan Awal I)
2987,2020,025/XI/KIP-PS/2020,2,28 September 2021 ( Sidang Ke-2)
2987,2020,025/XI/KIP-PS/2020,3,7 Oktober 2021 (Sidang III)
2987,2020,025/XI/KIP-PS/2020,4,2021-10-18 00:00:00
2987,2020,025/XI/KIP-PS/2020,5,2021-11-18 00:00:00
2987,2020,025/XI/KIP-PS/2020,6,20/01/2022 (Pembacaan Putusan)
2988,2020,026/XI/KIP-PS/2020,1,"09/02/2026
(pemeriksaan awal I)"
2988,2020,026/XI/KIP-PS/2020,2,"06/03/2026
(sidang lanjutan/Mediasi I)"
2988,2020,026/XI/KIP-PS/2020,3,"11/03/2026
(Sidang lanjutan/mediasi II)"
2988,2020,026/XI/KIP-PS/2020,4,20 /04/2026
2989,2020,027/XI/KIP-PS/2020,1,23/18/2021 (Pemeriksaan Awal)
2989,2020,027/XI/KIP-PS/2020,2,24/September 2021 Sidang Lanjutan (Putusan)
2992,2021,002/I/KIP-PS/2021,1,Surat Pencabutan Nomor 317/MSI/BDSP/2022 tanggal 12/10/2022
2994,2021,004/II/KIP-PS/2021,1,2022-10-18 00:00:00
2994,2021,004/II/KIP-PS/2021,2,2022-10-27 00:00:00
2999,2021,009/IV/KIP-PS/2021,1,03 Juli 2023 (Pemeriksaan Awal I)
2999,2021,009/IV/KIP-PS/2021,2,17 Juli 2023 (Pemeriksaan Lanjutan)
3000,2021,010/V/KIP-PS/2021,1,6 Oktober 2021 (Pemeriksaan Awal)
3000,2021,010/V/KIP-PS/2021,2,2021-11-10 00:00:00
3000,2021,010/V/KIP-PS/2021,3,12 November 2021 (Pembacan Putusan)
3001,2021,011/V/KIP-PS/2021,1,7 Oktober 2021 (Pemeriksaan Awal I) Pencabutan
3003,2021,013/VII/KIP-PS/2021,1,12 Juli 2022 (Sidang Pemeriksaan Awal I)
3003,2021,013/VII/KIP-PS/2021,2,14 Juli 2022 jam 10.00 (Mediasi)
3003,2021,013/VII/KIP-PS/2021,3,22 Juli 2022 (Mediasi II) Sepakat 
3003,2021,013/VII/KIP-PS/2021,4,5 Agustus 2022 (Putusan Mediasi)
3004,2021,014/VII/KIP-PS/2021,1,07/07/2022 (Sidang Pemeriksaan Awal 1)
3004,2021,014/VII/KIP-PS/2021,2,21/07/2022 (Lanjut Mediasi I)
3004,2021,014/VII/KIP-PS/2021,3,"02 Agustus 2022 (Mediasi I, Sepakat Mediasi)"
3004,2021,014/VII/KIP-PS/2021,4,19 September 2022 Putusan
3005,2021,015/VII/KIP-PS/2021,1,07/07/2022 (Sidang Pemeriksaan Awal 1)
3005,2021,015/VII/KIP-PS/2021,2,2022-07-21 00:00:00
3005,2021,015/VII/KIP-PS/2021,3,02 Agustus 2022 (Sidang Lanjutan)
3006,2021,016/VII/KIP-PS/2021,1,07/07/2022 (Sidang Pemeriksaan Awal 1)
3006,2021,016/VII/KIP-PS/2021,2,15 Julii 2022 (Mediasi I)
3006,2021,016/VII/KIP-PS/2021,3,21/07/2022 (Pembacaan Putusan Mediasi)
3007,2021,017/VII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3007,2021,017/VII/KIP-PS/2021,2,2021-09-20 00:00:00
3007,2021,017/VII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3007,2021,017/VII/KIP-PS/2021,4,2219/10/2021 (Pemeriksaan Ahli)
3007,2021,017/VII/KIP-PS/2021,5,2021-10-25 00:00:00
3007,2021,017/VII/KIP-PS/2021,6,2021-11-01 00:00:00
3008,2021,018//VII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3008,2021,018//VII/KIP-PS/2021,2,2021-09-20 00:00:00
3008,2021,018//VII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3008,2021,018//VII/KIP-PS/2021,4,2219/10/2021 (Pemeriksaan Ahli)
3008,2021,018//VII/KIP-PS/2021,5,2021-10-25 00:00:00
3008,2021,018//VII/KIP-PS/2021,6,2021-11-01 00:00:00
3010,2021,020/VIII/KIP-PS/2021,1,4 Agustus 2025 (Penetapan Pencabutan)
3012,2021,022/VIII/KIP-PS/2021,1,04/07/2022 (Sidang Pemeriksaan Awal 1)
3012,2021,022/VIII/KIP-PS/2021,2,2022-07-12 00:00:00
3013,2021,023/VIII/KIP-PS/2021,1,04/07/2022 (Sidang Pemeriksaan Awal 1)
3013,2021,023/VIII/KIP-PS/2021,2,2022-07-12 00:00:00
3013,2021,023/VIII/KIP-PS/2021,3,2022-07-26 00:00:00
3014,2021,024/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3014,2021,024/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3014,2021,024/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3014,2021,024/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3014,2021,024/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3014,2021,024/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3014,2021,024/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3014,2021,024/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3015,2021,025/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3015,2021,025/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3015,2021,025/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3015,2021,025/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3015,2021,025/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3015,2021,025/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3015,2021,025/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3015,2021,025/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3016,2021,026/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3016,2021,026/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3016,2021,026/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3016,2021,026/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3016,2021,026/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3016,2021,026/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3016,2021,026/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3016,2021,026/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3017,2021,027/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3017,2021,027/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3017,2021,027/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3017,2021,027/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3017,2021,027/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3017,2021,027/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3017,2021,027/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3017,2021,027/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3018,2021,028/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3018,2021,028/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3018,2021,028/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3018,2021,028/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3018,2021,028/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3018,2021,028/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3018,2021,028/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3018,2021,028/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3019,2021,029/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3019,2021,029/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3019,2021,029/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3019,2021,029/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3019,2021,029/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3019,2021,029/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3019,2021,029/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3019,2021,029/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3020,2021,030/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3020,2021,030/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3020,2021,030/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3020,2021,030/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3020,2021,030/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3020,2021,030/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3020,2021,030/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3020,2021,030/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3021,2021,031/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3021,2021,031/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3021,2021,031/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3021,2021,031/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3021,2021,031/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3021,2021,031/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3021,2021,031/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3021,2021,031/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3022,2021,032/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3022,2021,032/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3022,2021,032/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3022,2021,032/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3022,2021,032/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3022,2021,032/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3022,2021,032/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3022,2021,032/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3023,2021,033/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3023,2021,033/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3023,2021,033/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3023,2021,033/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3023,2021,033/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3023,2021,033/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3023,2021,033/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3023,2021,033/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3024,2021,034/VIII/KIP-PS/2021,1,13/09/2021 (Sidang Pemeriksaan awal I)
3024,2021,034/VIII/KIP-PS/2021,2,2021-09-21 00:00:00
3024,2021,034/VIII/KIP-PS/2021,3,19/10/2021 (Pemeriksaan Tertutup
3024,2021,034/VIII/KIP-PS/2021,4,16/11/2021 Lanjutan
3024,2021,034/VIII/KIP-PS/2021,5,25/11/2021 (Pemeriksaan Saksi/ Ahli)
3024,2021,034/VIII/KIP-PS/2021,6,07 Desember 2021 (Pemeriksaan Setempat)
3024,2021,034/VIII/KIP-PS/2021,7,06 Januari 2022 (Lanjutan)
3024,2021,034/VIII/KIP-PS/2021,8,18 Maret 2022 (Putusan)
3026,2021,036/IX/KIP-PS/2021,1,21/01/2026 (PENCABUTAN)
3027,2021,037/IX/KIP-PS/2021,1,"21/01/2026 
(Pemeriksaan Awal I)"
3027,2021,037/IX/KIP-PS/2021,2,"23/02/2026
(pemeriksaan awal II/gugur)"
3027,2021,037/IX/KIP-PS/2021,3,Putusan 23 Februari 2026
3029,2021,039/X/KIP-PS/2021,1,"21/01/2026 
(Pemeriksaan Awal I)"
3029,2021,039/X/KIP-PS/2021,2,"09/02/2026
(Pemeriksaan Awal II/Putusan Gugur)"
3031,2021,041/XI/KIP-PS/2021,1,(Sidang Pemeriksaan Awal) 06/08/2025
3031,2021,041/XI/KIP-PS/2021,2,(Pembacaan Penetapan) 12/08/2025
3032,2021,042/XI/KIP-PS/2021,1,03 Juli 2023 (Pemeriksaan Awal)
3032,2021,042/XI/KIP-PS/2021,2,2023-07-10 00:00:00
3033,2021,043/XI/KIP-PS/2021,1,13/10/2025 (Pemeriksaan Awal)
3033,2021,043/XI/KIP-PS/2021,2,22/10/2025 (Pembuktian)
3033,2021,043/XI/KIP-PS/2021,3,12/11/2025 (Uji Konsekuensi)
3033,2021,043/XI/KIP-PS/2021,4,08/12/2025 (Pemeriksaan Saksi)
3033,2021,043/XI/KIP-PS/2021,5,14/01/2026 (Pemeriksaan Saksi)
3033,2021,043/XI/KIP-PS/2021,6,23/02/2026 Putusan
3034,2021,044/XII/KIP-PS/2021,1,"09/02/2026
(pemeriksaan awal I)"
3034,2021,044/XII/KIP-PS/2021,2,"23/02/2026
(pemeriksaan awal II)"
3034,2021,044/XII/KIP-PS/2021,3,"11/03/2026
(mediasi I)"
3035,2021,045/XII/KIP-PS/2021,1,15 Juli 2022 (Pemeriksaan Awal)
3036,2021,046/XII/KIP-PS/2021,1,30/07/2025 (Sidang Pemeriksaan Awal I)
3036,2021,046/XII/KIP-PS/2021,2,"05/08/2025 
(Sidang Pemeriksaan Awal II)"
3036,2021,046/XII/KIP-PS/2021,3,"13/08/2025
(Sidang Lanjutan / Pemeriksaan Alat Bukti)"
3036,2021,046/XII/KIP-PS/2021,4,13 Agustus 2025 (putusan gugur)
3037,2021,047/XII/KIP-PS/2021,1,30/07/2025 (Sidang Pemeriksaan Awal I)
3037,2021,047/XII/KIP-PS/2021,2,"05/08/2025 
(Sidang Pemeriksaan Awal II)"
3037,2021,047/XII/KIP-PS/2021,3,"13/08/2025
(Sidang Lanjutan / Pemeriksaan Alat Bukti)"
3037,2021,047/XII/KIP-PS/2021,4,13 Agustus 2025 (putusan gugur)
3039,2021,001/I/KIP-PSP/2021,1,05/02/2021 (Pemeriksaan Awal)
3039,2021,001/I/KIP-PSP/2021,2,2021-02-09 00:00:00
3039,2021,001/I/KIP-PSP/2021,3,11/02/2021(Pembacaan Putusan)
3040,2022,001/I/KIP-PS/2022,1,2023-01-24 00:00:00
3041,2022,002/II/KIP-PS/2022,1,(Sidang Pemeriksaan Awal) 06/08/2025
3041,2022,002/II/KIP-PS/2022,2,(Pembacaan Penetapan) 12/08/2025
3042,2022,003/II/KIP-PS/2022,1,2022-10-19 00:00:00
3042,2022,003/II/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3043,2022,004/II/KIP-PS/2022,1,2022-10-18 00:00:00
3043,2022,004/II/KIP-PS/2022,2,2022-10-27 00:00:00
3043,2022,004/II/KIP-PS/2022,3,12/01/2023 (MEDIASI I/SEPAKAT)
3043,2022,004/II/KIP-PS/2022,4,19/01/2023 (PEMBACAAN PUTUSAN MEDIASI)
3044,2022,005/II/KIP-PS/2022,1,Dicabut Sebelum Bersidang
3045,2022,006/III/KIP-PS/2022,1,2023-03-08 00:00:00
3045,2022,006/III/KIP-PS/2022,2,2023-05-30 00:00:00
3045,2022,006/III/KIP-PS/2022,3,26/03/2024 (PEMBACAAN PUTUSAN)
3049,2022,009/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3049,2022,009/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3051,2022,011/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3051,2022,011/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3052,2022,012/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3052,2022,012/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3053,2022,013/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3053,2022,013/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3056,2022,016/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3056,2022,016/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3058,2022,018/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3058,2022,018/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3059,2022,019/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3059,2022,019/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3060,2022,020/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3060,2022,020/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3061,2022,021/IV/KIP-PS/2022,1,2022-12-05 00:00:00
3061,2022,021/IV/KIP-PS/2022,2,2022-12-09 00:00:00
3062,2022,022/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3062,2022,022/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3063,2022,023/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3063,2022,023/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3064,2022,024/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3064,2022,024/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3065,2022,025/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3065,2022,025/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3066,2022,026/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3066,2022,026/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3067,2022,027/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3067,2022,027/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3068,2022,028/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3068,2022,028/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3069,2022,029/IV/KIP-PS/2022,1,2022-10-19 00:00:00
3069,2022,029/IV/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3070,2022,030/V/KIP-PS/2022,1,2022-10-19 00:00:00
3070,2022,030/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3071,2022,031/V/KIP-PS/2022,1,2022-10-19 00:00:00
3071,2022,031/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3072,2022,032/V/KIP-PS/2022,1,2022-10-19 00:00:00
3072,2022,032/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3073,2022,033/V/KIP-PS/2022,1,2022-12-05 00:00:00
3073,2022,033/V/KIP-PS/2022,2,2022-12-09 00:00:00
3074,2022,034/V/KIP-PS/2022,1,2023-01-11 00:00:00
3074,2022,034/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3075,2022,035/V/KIP-PS/2022,1,2022-10-19 00:00:00
3075,2022,035/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3076,2022,036/V/KIP-PS/2022,1,2022-10-19 00:00:00
3076,2022,036/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3077,2022,37/V/KIP-PS/2022,1,2022-10-19 00:00:00
3077,2022,37/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3078,2022,38/V/KIP-PS/2022,1,2022-10-19 00:00:00
3078,2022,38/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3079,2022,39/V/KIP-PS/2022,1,2023-01-11 00:00:00
3079,2022,39/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3080,2022,40/V/KIP-PS/2022,1,2023-01-11 00:00:00
3080,2022,40/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3081,2022,41/V/KIP-PS/2022,1,2022-12-05 00:00:00
3081,2022,41/V/KIP-PS/2022,2,2022-12-09 00:00:00
3082,2022,42/V/KIP-PS/2022,1,2022-12-05 00:00:00
3082,2022,42/V/KIP-PS/2022,2,2022-12-09 00:00:00
3083,2022,43/V/KIP-PS/2022,1,2023-01-11 00:00:00
3083,2022,43/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3084,2022,44/V/KIP-PS/2022,1,2022-10-19 00:00:00
3084,2022,44/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3085,2022,45/V/KIP-PS/2022,1,2022-10-19 00:00:00
3085,2022,45/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3086,2022,46/V/KIP-PS/2022,1,2023-01-11 00:00:00
3086,2022,46/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3087,2022,47/V/KIP-PS/2022,1,2023-01-11 00:00:00
3087,2022,47/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3088,2022,48/V/KIP-PS/2022,1,2023-01-11 00:00:00
3088,2022,48/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3089,2022,49/V/KIP-PS/2022,1,2023-01-11 00:00:00
3089,2022,49/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3090,2022,50/V/KIP-PS/2022,1,2022-10-19 00:00:00
3090,2022,50/V/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3091,2022,51/V/KIP-PS/2022,1,Dicabut Sebelum Bersidang
3092,2022,52/V/KIP-PS/2022,1,2023-01-11 00:00:00
3092,2022,52/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3093,2022,53/V/KIP-PS/2022,1,2023-01-11 00:00:00
3093,2022,53/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3094,2022,54/V/KIP-PS/2022,1,2023-01-11 00:00:00
3094,2022,54/V/KIP-PS/2022,2,18/01/2023 (PEMBACAAN PUTUSAN)
3095,2022,55/V/KIP-PS/2022,1,01/09/2025 (Pemeriksaan Awal I)
3095,2022,55/V/KIP-PS/2022,2,08/09/2025 (Pemeriksaan Awal II)
3095,2022,55/V/KIP-PS/2022,3,06/10/2025 (Pemeriksaan Awal III)
3095,2022,55/V/KIP-PS/2022,4,27/10/2025 (Sidang Lanjutan)
3095,2022,55/V/KIP-PS/2022,5,3/12/2025 (Sidang Pembuktian)
3095,2022,55/V/KIP-PS/2022,6,"14/01/2026
Pembacaan Putusan"
3096,2022,56/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3096,2022,56/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3098,2022,58/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3098,2022,58/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3099,2022,59/VI/KIP-PS/2022 (Lihat keterangan),1,2023-01-11 00:00:00
3099,2022,59/VI/KIP-PS/2022 (Lihat keterangan),2,18/01/2023 (PEMBACAAN PUTUSAN)
3101,2022,61/VI/KIP-PS/2022,1,2022-10-19 00:00:00
3101,2022,61/VI/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3102,2022,62/VI/KIP-PS/2022,1,2022-12-26 00:00:00
3102,2022,62/VI/KIP-PS/2022,2,09/01/2023 (MEDIASI I)
3102,2022,62/VI/KIP-PS/2022,3,16/01/2023 (MEDIASI II)
3103,2022,63/VI/KIP-PS/2022,1,07/06/2023 (P. TERTUTUP)
3104,2022,64/VI/KIP-PS/2022,1,01/09/2025 (Pemeriksaan Awal I)
3104,2022,64/VI/KIP-PS/2022,2,08/09/2025 (Pemeriksaan Awal II)
3104,2022,64/VI/KIP-PS/2022,3,06/10/2025 (Pemeriksaan Alat Bukti)
3104,2022,64/VI/KIP-PS/2022,4,28/10/2025 (Pemeriksaan Alat Bukti II)
3104,2022,64/VI/KIP-PS/2022,5,3/12/2025 (Sidang Pembuktian)
3104,2022,64/VI/KIP-PS/2022,6,"14/01/2026
Pembacaan Putusan"
3106,2022,66/VI/KIP-PS/2022,1,2022-10-19 00:00:00
3106,2022,66/VI/KIP-PS/2022,2,28/10/2022 (Pemohon Tidak Hadir 2x)
3108,2022,68/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3108,2022,68/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3110,2022,70/VI/KIP-PS/2022,1,03/07/2023 (Pemeriksaan Awal I)
3110,2022,70/VI/KIP-PS/2022,2,17/07/2023 (Pemeriksaan Lanjutan)
3111,2022,71/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3111,2022,71/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3112,2022,72/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3112,2022,72/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3113,2022,73/VI/KIP-PS/2022,1,2022-12-05 00:00:00
3113,2022,73/VI/KIP-PS/2022,2,2022-12-09 00:00:00
3114,2022,74/VI/KIP-PS/2022,1,2022-12-05 00:00:00
